incident_id,date,description,city,state,location,attack_type,ideology,subideology,group,location_type,israel_zionism_related,predicted_category,terms_detected,source,processed_date
66749,2024-04-06,Individuals associated with the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,Ann Arbor,MI,"Ann Arbor, MI",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
69336,2024-04-06,"Graffiti was found in a public area that read: ""Resistance Until Victory,"" ""Abolish 'Israel'"" and ""Global Intifada Now.""",Davis,CA,"Davis, CA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69351,2024-04-06,"Two individuals tore down posters raising awareness for kidnapping victims of the October 7, 2023, Hamas attack.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
70593,2024-04-06,Antisemitic graffiti was found at a school.,Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
70871,2024-04-06,Graffiti included a swastika and male genitalia was spray-painted in front of a home.,Margate City,NJ,"Margate City, NJ",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
71552,2024-04-06,A swastika was spray-painted on a bridge.,Rochester,NY,"Rochester, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
71919,2024-04-06,"At an anti-Israel rally organized by American Muslims for Palestine and Students for Justice in Palestine, protesters displayed signs with messages that included: ""Netanyahu and Hitler are the same"" and a flag for the Popular Front for the Liberation of Palestine, an antisemitic U.S.-designated terror group.",Chicago,IL,"Chicago, IL",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72111,2024-04-06,"At an anti-Israel rally organized by the Pico-Whittier Alliance for Liberation and Peace, protesters left messages in chalk that read: ""No Zionism in this town!"" and ""Resistance is not terrorism.""",Whittier,CA,"Whittier, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72381,2024-04-06,"At an anti-Israel rally organized by Al-Awda, Jewish Voice for Peace and Students for Justice in Palestine, protesters displayed signs with messages that included: ""Israelis are from Europe; Palestinians are from Palestine; it's giving settler colonialism."" Protesters also chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end to the Jewish state.",Pembroke Pines,FL,"Pembroke Pines, FL",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
72576,2024-04-06,"At an anti-Israel rally organized by the Palestinian Youth Movement and the Party for Socialism and Liberation, a speaker said, ""Never has it been more clear that Zionism is a disgusting, depraved genocidal ideology and movement"" and ""Why the people of Gaza? Because they dared to resist."" A protester also held a sign that read: ""Nazi Israel leading the Palestinian Holocaust.""",Washington,DC,"Washington, DC",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72621,2024-04-06,"At an anti-Israel rally organized by the BDS Movement and the Palestinian Youth Movement, protesters displayed signs with messages that included: ""Boycott, divest, sanction"" (with a Star of David over the ""d"" in ""divest"") and ""From the river to the sea, Palestine will be free."" Protesters also chanted, ""Intifada, Intifada; Globalize the Intifada"" and ""There is only one solution; Intifada, revolution,"" slogans commonly used as a call for violence against Israel and the Jewish community.",Boston,MA,"Boston, MA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
72622,2024-04-06,"At an anti-Israel rally organized by the Party for Socialism and Liberation and Code Pink, protesters displayed signs with messages that included: ""Resistance is not terrorism"" and ""Resistance is justified when people are occupied,"" slogans commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Nashville,TN,"Nashville, TN",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72623,2024-04-06,"At an anti-Israel rally organized by VA Free Palestine and Dissenters, protesters displayed signs with messages that included: ""From the river to the sea,"" a slogan commonly used to call for an end to the Jewish state.",Newport News,VA,"Newport News, VA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
64591,2024-04-05,"""Hitler was right"" was spray-painted on a sidewalk a block from a synagogue.",Hallandale Beach,FL,"Hallandale Beach, FL",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
65163,2024-04-05,"At an anti-Israel rally organized by the Palestine Solidarity Committee and Students for Justice in Palestine at Harvard University, protesters chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state.",Cambridge,MA,"Cambridge, MA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65164,2024-04-05,"At an anti-Israel rally organized by Students for Justice in Palestine and Jewish Voice for Peace at College of William &amp; Mary, protesters displayed signs with messages that included: ""From the river to the sea,"" a slogan commonly used as a call for an end to the Jewish state.",Williamsburg,VA,"Williamsburg, VA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65165,2024-04-05,"At an anti-Israel rally organized by Students for Justice in Palestine at Smith College, protesters displayed signs with messages that included: ""From the river to the sea,"" a slogan commonly used as a call for an end of the Jewish state.",Northampton,MA,"Northampton, MA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65166,2024-04-05,"Posters advertising events at the campus Chabad, including a Shabbat dinner, an antisemitism awareness series and an event where Jewish students share family history, were torn down on the campus of Haverford College.",Haverford,PA,"Haverford, PA",Antisemitic Incident: Vandalism,,,,College/University,,Antisemitism,,refined,2025-12-16
65167,2024-04-05,"At an anti-Israel demonstration organized by groups such as Jewish Voice for Peace and Students for Justice in Palestine at Grand Valley State University, a protester referred to the supposed ""poisonous ideology that is Zionism"" and said, ""Down with Zionism!""",Allendale,MI,"Allendale, MI",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65168,2024-04-05,A student at American University made repeated antisemitic and anti-Israel remarks to their Jewish roommate.,Washington,DC,"Washington, DC",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65585,2024-04-05,"A Jewish therapist received an antisemitic email from a former client that said, ""Jewesses are the ugliest race of all"" and called her a ""Christ killer.""",Brookline,MA,"Brookline, MA",Antisemitic Incident: Harassment,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
65588,2024-04-05,"Two Jewish roommates were repeatedly subjected to antisemitic harassment by a neighbor who called them, ""Genociders,"" ""Nazis,"" ""Dirty Jews,"" told them to ""go back to [their] kibbutz"" and vandalized their door.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
65594,2024-04-05,"Individuals shouted, ""Free Palestine"" at a visibly Jewish family in a public park.",Emeryville,CA,"Emeryville, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
65595,2024-04-05,"A Jewish publication received an antisemitic email that read: ""The Jews bleed a boy to death while collecting his blood, then this blood is added to their Passover bread and eaten.""",San Diego,CA,"San Diego, CA",Antisemitic Incident: Harassment,,,,Jewish-Owned Business,,Antisemitism,,refined,2025-12-16
66750,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation, Students for Justice in Palestine and the Palestinian Youth Movement, protesters displayed signs with messages that included: ""Resistance is the future; down with 'Israel.'"" A protester also displayed the flag of the antisemitic U.S.-designated terror group Popular Front for the Liberation of Palestine. A speaker also said, ""Glory to the martyrs and glory to the Palestinian Resistance!""",Boston,MA,"Boston, MA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
69907,2024-04-05,"Graffiti was spray-painted on a coffee shop that read: ""Zionist.""",San Francisco,CA,"San Francisco, CA",Antisemitic Incident: Vandalism,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
70794,2024-04-05,"A Jewish student at Rutgers University heard an individual shout, ""Free Palestine, fuck the Jews"" in a residence hall.",New Brunswick,NJ,"New Brunswick, NJ",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70844,2024-04-05,"Vandalism that included a swastika and ""Monday Shooting"" was found at a school.",East Brunswick,NJ,"East Brunswick, NJ",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
71800,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation and the Palestinian Youth Movement, protesters held signs from the Party for Socialism and Liberation with messages that included: ""Resistance against occupation is a human right,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack. A speaker also said, ""Continually the Palestinian people resist, but now we, we must help them resist!""",Atlanta,GA,"Atlanta, GA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
71918,2024-04-05,"At an anti-Israel rally organized by the US Palestinian Community Network, the ANSWER Coalition, and the National Alliance Against Racist and Political Repression, protesters held signs with messages that included: ""Globalize the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community, and ""Fatima Bernawi brigade,"" a reference to a terrorist who attempted to bomb a movie theater in Israel. Multiple speakers praised the antisemitic Hamas's October 7, 2023 attack, and one speaker described Israel as the ""satanic Zionist regime,"" playing into classical antisemitic stereotypes associating Jews with the devil.",Chicago,IL,"Chicago, IL",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
72373,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs with messages that included: ""Stand with Palestinian Resistance,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack. Protesters also chanted, ""There is only one solution; Intifada, revolution,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Providence,RI,"Providence, RI",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
72376,2024-04-05,"At an anti-Israel rally organized by the Palestinian Solidarity Forum Utah and Arabs in Utah, protesters displayed signs with messages that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used to call for an end to the Jewish state.",Salt Lake City,UT,"Salt Lake City, UT",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72377,2024-04-05,"At an anti-Israel rally organized by the Palestinian Youth Movement, Support the Palestinian Voice, the ANSWER Coalition and the Party for Socialism and Liberation, protesters held signs from the ANSWER Coalition that read: ""Resistance is not terrorism,"" ""Free Palestine,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack. Protesters also displayed signs that read: ""Jerusalem is for Muslims, Jews, Christians, not Zionists"" and ""Resistance is justified when people are occupied"" with inverted red triangle imagery, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets, over a crossed off Israeli flag.",Seattle,WA,"Seattle, WA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72378,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation and Healthcare Workers for Palestine, protesters displayed signs with messages that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used to call for an end to the Jewish state.",Milwaukee,WI,"Milwaukee, WI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72423,2024-04-05,"At an anti-Israel rally organized by the Peoples Power Assembly, protesters held signs from the Party for Socialism and Liberation with messages that read: ""Resistance against occupation is a human right,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack, and chanted, ""From the river to the sea, Palestine will be free.""",Baltimore,MD,"Baltimore, MD",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72424,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation and the Palestinian Youth Movement, a speaker said, ""Now we know there was an earthquake in Taiwan a few days ago which reduced the buildings to rubble. But there's another continuous earthquake in Palestine called Zionism and Zionist murder. So we stand here today in solidarity with the people of Palestine.""",Baltimore,MD,"Baltimore, MD",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72425,2024-04-05,"At an anti-Israel rally celebrating Al Quds Day (""Jerusalem Day""), an annual event originally conceived by Iranian Supreme Leader Ayatollah Ruhollah Khomeini that regularly serves as a platform for virulent antisemitism, organized by the Al-Quds Committee Detroit, protesters praised the antisemitic U.S.-designated terror groups Hamas, Hezbollah, Palestinian Islamic Jihad and the Houthis and expressed support for Hamas's October 7, 2023, terrorist attack. A speaker said, ""The Zionists are no match for the men of the Resistance"" and ""We want to thank the Resistance in Palestine. We want to thank Abu Obaida [spokesperson for the Izz ad-Din al-Qassam Brigades, the military wing of Hamas], Abu Hamza [spokesperson for the Al-Quds Brigades, the military wing of Palestinian Islamic Jihad (PIJ)] and the Palestinian Resistance...Our brothers and sisters in Yemen ? both Ansar Allah [aka the Houthis] and the leader of the Resistance, Sayyid Abdul-Malik Al-Houthi [leader of the Houthis]...We thank Sayyed Hassan Nasrallah [secretary-general of Hezbollah], we thank Hezbollah."" Another speaker asked the crowd to pray for ""the victory of the Resistance,"" referred to ""the Resistance fighters [who] engage in battle with this godless, satanic cancer that is called Israel,"" said ""the chant, 'death to Israel,' has become the most logical chant shouted across the world today"" and urged the crowd to ""turn back to the real Islam...That Islam that taught the Resistance to prepare whatever strength and whatever weaponry it can in order to confront and to deter the enemies of Allah."" A speaker also said, ""Palestinians have the full right to fight back and resist against their colonizers...Using any means necessary,"" emphasizing that this ""includes armed resistance."" Protesters also chanted, ""Death to Israel"" and ""Death to America"" (in Arabic), ""From the river to the sea, Palestine will be free"" and ""When people are occupied resistance is justified.""",Dearborn,MI,"Dearborn, MI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72426,2024-04-05,"At an anti-Israel rally celebrating Al Quds Day (""Jerusalem Day""), an annual event originally conceived by Iranian Supreme Leader Ayatollah Ruhollah Khomeini which regularly serves as a platform for virulent antisemitism, organized by Samidoun, Teaneck for Palestine and BLM Paterson, protesters held signs with imagery of Ahmad Sa'adat, a leader of the antisemitic U.S.-designated terror group Popular Front for the Liberation of Palestine (PFLP), alongside a PFLP logo. Protesters also displayed a flag with inverted red triangle imagery, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets.",Paterson,NJ,"Paterson, NJ",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72427,2024-04-05,"At an anti-Israel rally organized by West Orange for Humanity, protesters chanted, ""When people are occupied resistance is justified,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",West Orange,NJ,"West Orange, NJ",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
72428,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs with messages that read: ""Long live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community, and ""Resist with Palestine until liberation.""",Albuquerque,NM,"Albuquerque, NM",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72429,2024-04-05,"At an anti-Israel rally celebrating Al Quds Day (""Jerusalem Day""), an annual event originally ""conceived"" by Iranian Supreme Leader Ayatollah Ruhollah Khomeini which regularly serves as a platform for virulent antisemitism, organized by Within Our Lifetime in Downtown Manhattan, protesters displayed a banner that read: ""By any means necessary,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack. Protesters held signs with messages that included: ""Zionism = death,"" ""Long live the Intifada"" and imagery depicting Abu Obaida, spokesperson for the Izz ad-Din al-Qassam Brigades (the military wing of the antisemitic U.S.-designated terror group Hamas). Protesters also chanted, ""Zionists you'll remain no longer; Resistance is growing stronger"" and ""It is right to rebel, Israel go to hell.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72430,2024-04-05,"At an anti-Israel rally celebrating Al Quds Day (""Jerusalem Day""), an annual event originally conceived by Iranian Supreme Leader Ayatollah Ruhollah Khomeini that regularly serves as a platform for virulent antisemitism, organized by the Palestinian Youth Movement, the Party for Socialism and Liberation, The People's Forum, the Palestinian Assembly for Liberation, Al-Awda, Muslims for Progress, Muslim Congress and the World Workers Party in Midtown Manhattan, protesters echoed classic antisemitic tropes about alleged Jewish power and control, praised the antisemitic U.S.-designated terror groups Hamas and Hezbollah and expressed support for Hamas's October 7, 2023, terrorist attack. Speakers said, ""We salute Hezbollah""and ""Palestine will not be liberated by Western courts and institutions, but by revolutionary armed struggle and disruptive acts of international solidarity. So only the Palestinian Resistance and the Axis of Resistance can build a legitimate path towards total liberation of Palestine. And that is why we say: Long live the Resistance!"" and ""We affirm that we stand firmly with Palestine and with the Resistance... Zionism and imperialism have tried to permeate all the sectors of our society. They snake their way into every aspect of our lives, wreaking havoc, bringing death and pain and destruction...There is no place in this world for the evil of Zionism and imperialism."" Protesters chanted, ""Flood of Aqsa, Flood of Aqsa; We are with the Intifada"" (a reference to Hamas's name for its October 7 attack), ""Zionists you'll remain no longer; Resistance is growing stronger,"" ""Resistance is the only way"" and ""Smash the settler Zionist state.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72431,2024-04-05,"At an anti-Israel rally organized by Al-Awda, protesters displayed signs with messages that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used to call for an end to the Jewish state.",Cleveland,OH,"Cleveland, OH",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72432,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs from the Freedom Road Socialist Organization with messages that included: ""Victory to the Palestinian Resistance,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Dayton,OH,"Dayton, OH",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72452,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation and Students for Justice in Palestine, a speaker said, ""This annual event comes on the backdrop of the Al-Aqsa Flood from October 7, 2023, which effectively exposed the fallacy of the Zionist security and intelligence that the regime's war criminal leaders had been boasting about for decades."" A protester also displayed a sign depicting a Star of David equal to a swastika.",Houston,TX,"Houston, TX",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
72660,2024-04-05,"At an anti-Israel rally organized by the Party for Socialism and Liberation and Jewish Voice for Peace, protesters displayed signs with messages that included: ""End of Zionism = end of terrorism = peace,"" ""Zionists and Jews are opposites; respect the Jews, oppose the Zionists"" and ""Down with Zionism, racism, terrorism.""",Dallas,TX,"Dallas, TX",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
64102,2024-04-04,"Zines distributed on campus at Evergreen State College read: ""Embrace...all forms of Palestinian resistance,"" ""Support resistance against the Zionist movement by any means necessary"" and displayed a QR code linking to the antisemitic and anti-Zionist the Resistance News Network Telegram page.",Olympia,WA,"Olympia, WA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
64167,2024-04-04,A swastika was found drawn in the women's bathroom at Columbia University.,Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,College/University,,Antisemitism,,refined,2025-12-16
64684,2024-04-04,A swastika was found etched into an elevator by a Jewish resident.,Hoboken,NJ,"Hoboken, NJ",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
64758,2024-04-04,"The word ""Jew"" was written in mud on a Jewish person's home.",Portland,OR,"Portland, OR",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
64821,2024-04-04,A mezuzah was torn from the doorframe of a Jewish household and discarded on the floor.,Washington,DC,"Washington, DC",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
64942,2024-04-04,"A Jewish student at Miami University overheard two students discussing that Jews are ""always the problem"" and that ""as future doctors, the only way to make healthcare more affordable would be to deport all the Jews in the US because [they] corrupted the healthcare system with [their] greed.""",Oxford,OH,"Oxford, OH",Antisemitic Incident: Harassment,,,,College/University,,Antisemitism,,refined,2025-12-16
65159,2024-04-04,"At an anti-Israel rally organized by SUPER at the University of Washington, protesters displayed signs with messages that included: ""Zionism = Genocide,"" ""Long live the Resistance"" and ""Long live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community. A protester also displayed a sign bearing a quotation from Leila Khaled, a leader of the antisemitic U.S.-designated terror group the Popular Front for the Liberation of Palestine.",Seattle,WA,"Seattle, WA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65160,2024-04-04,"At an anti-Israel rally organized by Students for Justice in Palestine at the University of Houston, protesters displayed signs with messages that included: ""From the river to the sea,"" a slogan commonly used as a call for an end to the Jewish state.",Houston,TX,"Houston, TX",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65161,2024-04-04,"At an anti-Israel protest organized by the Students for Justice in Palestine, protesters picketed an event at the University of California, Riverside Hillel featuring a presenter who had served in the Israel Defense Forces to talk about gender identity.",Riverside,CA,"Riverside, CA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65162,2024-04-04,"At an anti-Israel rally organized by Columbia University Apartheid Divest, Students for Justice in Palestine and Jewish Voice for Peace at Columbia University, protesters displayed signs with messages that included: ""Zionism is terrorism"" and ""Globalize the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community, and ""Zionism is terrorism.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65579,2024-04-04,A swastika was painted on an Amazon locker.,Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Vandalism,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
65580,2024-04-04,"Graffiti was spray-painted on a sign at a train station that read: ""Zionist Pigs.""",Brookline,MA,"Brookline, MA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
65583,2024-04-04,"Stickers were placed on products at a grocery store that read: ""Contaminated with Apartheid and Zionism.""",Dublin,CA,"Dublin, CA",Antisemitic Incident: Vandalism,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
65584,2024-04-04,"A sticker was pasted on a pole that read: ""Zionists fuck off, solidarity means attack.""",Seattle,WA,"Seattle, WA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
65586,2024-04-04,"An individual sent an antisemitic email to a town listserv that read: ""Zionist Jews committed 9/11.""",New Marlborough,MA,"New Marlborough, MA",Antisemitic Incident: Harassment,,,,Other,1.0,Antisemitism,,refined,2025-12-16
65658,2024-04-04,An individual made violent threats toward a rabbi at a synagogue.,Ocean Township,NJ,"Ocean Township, NJ",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
65751,2024-04-04,"A high school student bullied a Jewish classmate on social media, called the classmate a terrorist and said he should kill himself.",Greenwood Village,CO,"Greenwood Village, CO",Antisemitic Incident: Harassment,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
66267,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""For the nation, against the state,"" ""Life, liberty, victory,"" ""United we stand"" and ""No Zionists in government, we serve one nation.""",Greenwood,TX,"Greenwood, TX",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66277,2024-04-04,"Patriot Front, a white supremacist group, posted stickers at Northeastern University that read: ""No Zionists in government, we serve one nation,"" ""America first,"" ""No more foreign wars"" and ""Reject poison.""",Boston,MA,"Boston, MA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),College/University,1.0,Antisemitism,,refined,2025-12-16
66307,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Life, liberty, victory,"" ""Reclaim America"" and ""Better dead than red.""",Alhambra,CA,"Alhambra, CA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66361,2024-04-04,"Patriot Front, the white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation.""",Madison,TN,"Madison, TN",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66366,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""Not stolen, conquered,"" ""America is not for sale,"" ""America first,"" ""For the nation, against the state"" and ""No Zionists in government, we serve one nation.""",Rawlins,WY,"Rawlins, WY",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66382,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""Life, liberty, victory"" and ""No Zionists in government, we serve one nation.""",Monticello,WI,"Monticello, WI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66401,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""To ourselves and our posterity,"" ""Reject poison,"" ""No Zionists in government, we serve one nation"" and ""Life of our nation, liberty of our people, victory of the American spirit.""",North Plymouth,MA,"North Plymouth, MA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66485,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""For the nation, against the state,"" ""American spirit, European blood,"" ""No Zionists in government, we serve one nation"" and ""America first.""",Nashville,TN,"Nashville, TN",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66497,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""No Zionists in government, we serve one nation,"" ""Life, liberty, victory"" and ""American spirit, European blood.""",Arlington,WY,"Arlington, WY",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66501,2024-04-04,"Patriot Front, a white supremacist group, posted stickers that read: ""Better dead than red,"" ""American spirit, European blood,"" ""United we stand"" and ""No Zionists in government, we serve one nation.""",Berthoud,CO,"Berthoud, CO",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
