incident_id,date,description,city,state,location,attack_type,ideology,subideology,group,location_type,israel_zionism_related,predicted_category,terms_detected,source,processed_date
68723,2024-12-26,"A Jewish organization received an email that read: ""We have our eyes on you. Providing free shit for rat [Star of David]s while us 'goy' get fucked off rates? You will burn, and we will laugh.""",Phoenix,AZ,"Phoenix, AZ",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
68724,2024-12-26,"A Jewish non-profit received an antisemitic email that read: ""Sieg Heil, Jew scum.""",Scottsdale,AZ,"Scottsdale, AZ",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
68725,2024-12-26,"Harassing comments were left on a Facebook post of a Jewish day school, including: ""Roaches"" and ""Supporting genocide!""",West Hills,CA,"West Hills, CA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68726,2024-12-26,"A synagogue received an email with the subject line: ""Sieg Heil, Jew Scum"" that read: ""We have our eyes on you. Providing free shit for rat [Star of David]s while us 'goy' get fucked off rates? You will burn, and we will laugh.""",Denver,CO,"Denver, CO",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
68727,2024-12-26,"Patriot Front, a white supremacist group, posted stickers that read: ""One nation, against invasion,"" ""No Zionists in government, we serve one nation,"" ""America first"" and ""Defend American labor.""",Ceresville,MD,"Ceresville, MD",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68728,2024-12-26,"Patriot Front, a white supremacist group, posted stickers that read: ""No more foreign wars,"" ""Life, liberty, victory,"" ""One nation, against invasion"" and ""No Zionists in government, we serve one nation.""",Walkersville,MD,"Walkersville, MD",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68730,2024-12-26,A menorah displayed at a senior living facility was stolen.,Apple Valley,MN,"Apple Valley, MN",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
68733,2024-12-26,"Patriot Front, a white supremacist group, posted stickers that read: ""Better dead than red,"" ""Reject poison,"" ""No Zionists in government, we serve one nation"" and ""Life, liberty, victory.""",Coventry,RI,"Coventry, RI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68734,2024-12-26,"Patriot Front, a white supremacist group, posted stickers that read: ""To ourselves and our posterity,"" ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",North Providence,RI,"North Providence, RI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68735,2024-12-26,"A rideshare driver kicked a Jewish family out of his car after hearing them speak Hebrew and said he did this because they were ""killing his people.""",Washington,DC,"Washington, DC",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
68736,2024-12-26,"Patriot Front, a white supremacist group, posted stickers that read: ""United we stand"" and ""No Zionists in government, we serve one nation.""",Mequon,WI,"Mequon, WI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68809,2024-12-26,"A Jewish Instagram user received several antisemitic messages in response to their post celebrating Chanukah, including messages that read: ""Jewish people largely practice in pedophilia and then run to Israel to escape prosecution.""",Salt Lake City,UT,"Salt Lake City, UT",Antisemitic Incident: Harassment,,,,Other,1.0,Antisemitism,,refined,2025-12-16
70669,2024-12-26,"A synagogue received a voice message from an individual who said he ""accused the synagogue of being involved in child trafficking in tunnels below New York City."" (This incident represents one of two facilities targeted in a day).",Bronx,NY,"Bronx, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
70670,2024-12-26,"A synagogue received a voice message from an individual who said he ""knows the synagogue is involved in child trafficking in tunnels below New York City."" (This incident represents one of two facilities targeted in a day).",Bronx,NY,"Bronx, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
71199,2024-12-26,A car parked at an apartment complex was vandalized with a Star of David.,Jacksonville,FL,"Jacksonville, FL",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
71286,2024-12-26,"Graffiti was found at a skate park that read: ""Jackson a Jew heilhitler [sic].""",Takoma Park,MD,"Takoma Park, MD",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
73254,2024-12-26,"An individual called a member of the Jewish community a ""stupid Jew,"" ""baby killer"" and said he ""Jews kill babies.""",Lakewood,NJ,"Lakewood, NJ",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
68703,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""Free occupied America,"" ""No Zionists in government, we serve one nation,"" ""America first"" and ""Life, liberty, victory.""",Oxford,AL,"Oxford, AL",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68704,2024-12-25,"A group of juveniles knocked on the door of a Jewish family's home, which displayed Hanukkah decorations, and said, ""Free Palestine.""",San Diego,CA,"San Diego, CA",Antisemitic Incident: Harassment,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
68705,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""No more foreign wars"" and ""To ourselves and our posterity.""",Farmington,CT,"Farmington, CT",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68706,2024-12-25,Antisemitic comments were left on a Facebook post of the Yale gymnastics team showing Jewish student athletes celebrating Hanukkah.,New Haven,CT,"New Haven, CT",Antisemitic Incident: Harassment,,,,College/University,,Antisemitism,,refined,2025-12-16
68707,2024-12-25,"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",Waterbury,CT,"Waterbury, CT",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68709,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""No more foreign wars,"" ""Reclaim America,"" ""No Zionists in government, we serve one nation"" and ""Revolution is tradition.""",Baton Rouge,LA,"Baton Rouge, LA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68710,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""Free occupied America"" and ""No Zionists in government, we serve one nation.""",Fall River,MA,"Fall River, MA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68711,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""American spirit, European blood,"" ""America for Americans,"" ""No Zionists in government, we serve one nation"" and ""Free occupied America.""",Gill,MA,"Gill, MA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68712,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation"" and ""American spirit, European blood.""",Whitinsville,MA,"Whitinsville, MA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68713,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""We dare to defend our rights,"" ""No Zionists in government, we serve one nation,"" ""For the nation, against the state"" and ""Not stolen, conquered.""",Concord,NH,"Concord, NH",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68714,2024-12-25,A public menorah ice sculpture was destroyed.,Santa Fe,NM,"Santa Fe, NM",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
68715,2024-12-25,A public menorah in Morris Park was vandalized multiple times.,Bronx,NY,"Bronx, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
68716,2024-12-25,"Patriot Front, the white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation"" and ""Reclaim America.""",Chapel Hill,NC,"Chapel Hill, NC",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68717,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""For the nation, against the state"" and ""Reclaim America.""",Fairport Harbor,OH,"Fairport Harbor, OH",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68718,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""For the nation, against the state,"" and ""Free occupied America.""",Everett,PA,"Everett, PA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68719,2024-12-25,"Patriot Front, a white supremacist group, posted stickers that read: ""American spirit, European blood,"" ""We dare to defend our rights,"" ""Life, liberty, victory"" and ""No Zionists in government, we serve one nation.""",Woonsocket,RI,"Woonsocket, RI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68720,2024-12-25,"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""Better dead than red,"" ""To ourselves and our posterity,"" ""No Zionists in government, we serve one nation"" and ""For the nation, against the state.""",Provo,UT,"Provo, UT",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68721,2024-12-25,"A synagogue received a voicemail from an individual who said, ""I just want to say fuck Israel and fuck you people for being silent about this. It's fucking disgusting.""",South Burlington,VT,"South Burlington, VT",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68722,2024-12-25,A public menorah was torn down and vandalized.,Gig Harbor,WA,"Gig Harbor, WA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
71381,2024-12-25,"An individual yelled that he wanted to ""kill all Jews"" at another person.",Pikesville,MD,"Pikesville, MD",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
73039,2024-12-25,"Anti-Israel protesters, organized by Taste of Olam Haba and the Little Rock Peace for Palestine, disrupted a Hanukkah lighting event hosted by Chabad featuring Mike Huckabee as a guest. Protesters held signs that read: ""Jews and Christians against Christian Zionism.""",Little Rock,AR,"Little Rock, AR",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
73182,2024-12-25,A Hanukkah display outside a Jewish family's home was stolen.,Montville,NJ,"Montville, NJ",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
68699,2024-12-24,"Patriot Front, a white supremacist group, spray-painted stencils and posted stickers that read: ""American by blood,"" ""For a new American nation state,"" ""No Zionists in government, we serve one nation,"" ""Better dead than red"" and ""Life, liberty, victory.""",Westminster,CO,"Westminster, CO",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
68700,2024-12-24,The menorah outside of a synagogue was vandalized.,Northbrook,IL,"Northbrook, IL",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
68701,2024-12-24,"A Jewish person on X received an antisemitic comment that read: ""The fact that you aren't being tortured &amp; beheaded as we speak. [sic] is a stain on us - a problem we must rectify.""",Brooklyn,NY,"Brooklyn, NY",Antisemitic Incident: Harassment,,,,Other,,Antisemitism,,refined,2025-12-16
68702,2024-12-24,"A synagogue received a threatening antisemitic email calling for ""justice and revenge"" against Israel.",Hamilton,OH,"Hamilton, OH",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68729,2024-12-24,"A synagogue received a threatening antisemitic email that read: ""A question regarding loathsome and wicked Zionist demons. When the Zionists are about to murder a young child in the name of Jewish Security, do they look into their eyes before they blow the child's brains out?""",Lansing,MI,"Lansing, MI",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68739,2024-12-24,A Holocaust museum received an email claiming that there is no proof of Nazi medical experiments performed by Josef Mengele.,Terre Haute,IN,"Terre Haute, IN",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
68744,2024-12-24,"A Jewish non-profit received a threatening antisemitic email calling for ""justice and revenge"" against Israel. (This incident represents one of three organizations targeted in a day).",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68745,2024-12-24,"A synagogue received a threatening antisemitic email that read: ""A question regarding loathsome and wicked Zionist demons. When the Zionists are about to murder a young child in the name of Jewish Security, do they look into their eyes before they blow the child's brains out?""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68746,2024-12-24,"A Jewish non-profit received a threatening antisemitic email that read: ""justice and revenge"" against Israel. (This incident represents one of three organizations targeted in a day).",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68747,2024-12-24,"A Jewish non-profit received a threatening antisemitic email that read: ""justice and revenge"" against Israel. (This incident represents one of three organizations targeted in a day).",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
68748,2024-12-24,"A Jewish day school received a threatening antisemitic email calling for ""justice and revenge"" against Israel.",Cincinnati,OH,"Cincinnati, OH",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
