incident_id,confidence,is_correct,confidence_bin
63916,0.5556253436406453,0,40-50%
63756,0.558984752813975,0,40-50%
63708,0.6511384808222452,0,60-70%
63665,0.5710354410807291,0,40-50%
63691,0.554411614259084,0,40-50%
63801,0.4958088341554006,0,30-40%
63574,0.5412759426434834,0,40-50%
63830,0.6290921532313029,0,50-60%
63812,0.4701043907006582,0,30-40%
63733,0.4651026967366536,0,30-40%
63904,0.5580787304242452,0,40-50%
63882,0.6146289947827657,0,50-60%
69113,0.5173287633260091,0,40-50%
63572,0.5708174351056416,0,40-50%
63446,0.6598730368614196,0,60-70%
63837,0.5481659415562947,0,40-50%
63883,0.501820532798767,0,30-40%
63488,0.6134121063550313,0,50-60%
63541,0.5755848569869995,0,50-60%
69114,0.6082250439325968,0,50-60%
63759,0.5338914635976155,0,40-50%
63724,0.5893087350527445,0,50-60%
63675,0.6240690910021464,0,50-60%
63506,0.518942499478658,0,40-50%
63864,0.5308338367144266,0,40-50%
63985,0.5494639836947123,0,40-50%
63655,0.4701839629014333,0,30-40%
63514,0.5151117089589436,0,40-50%
63581,0.5151117089589436,0,40-50%
63754,0.5151117089589436,0,40-50%
63838,0.5151117089589436,0,40-50%
63764,0.5151117089589436,0,40-50%
63454,0.5151117089589436,0,40-50%
63494,0.5151117089589436,0,40-50%
63991,0.5516337139606475,0,40-50%
63831,0.4836874547799428,0,30-40%
63753,0.590895502090454,0,50-60%
64229,0.5901923143068949,0,50-60%
63697,0.4292399528821309,0,20-30%
63968,0.5563216172854105,0,40-50%
63887,0.5138000491460164,0,40-50%
63640,0.5481528285344441,0,40-50%
63634,0.5269218646685282,0,40-50%
64119,0.6496159715652465,0,60-70%
